customer_id,customer_state,review_score,payment_type,product_category,price,recency,frequency,monetary
0266506e68e7eac1c7f726da057c28a9,SP,5,credit_card,Light-Small,45.0,260,2,179.12
0266506e68e7eac1c7f726da057c28a9,SP,5,credit_card,Light-Small,29.0,260,2,179.12
4f2997ab0d3af91e76b6f878f6b0974e,BA,4,credit_card,Light-Small,35.0,223,1,51.79
24f45496005328bf15eb16909e485883,PR,4,credit_card,Light-Small,55.0,234,1,69.14
81c1b162b444c41613ad9285e92d6beb,RJ,2,credit_card,Light-Small,49.0,384,1,63.1
8f0f359a835944478c1c46f14fb5f2c3,BA,5,credit_card,Light-Small,29.0,220,2,183.16
8f0f359a835944478c1c46f14fb5f2c3,BA,5,credit_card,Light-Small,29.0,220,2,183.16
9d9fc80cdedb63de913387b502bee19b,SP,5,credit_card,Light-Small,95.0,351,1,102.92
9d968251bfa588e8b8eca8cf0fd64af4,SP,4,credit_card,Light-Small,44.0,343,1,51.78
a4844df7aea664c484381063cc7c5a05,SP,3,credit_card,Light-Small,29.0,414,1,36.78
fcbaae64e3b2c5a47f6a6ecf9a1734de,RJ,5,credit_card,Light-Small,49.0,411,1,64.1
1d613c182f9ed2a229eb3a353a983cfc,PR,1,boleto,Light-Small,49.0,178,1,63.1
d01964b58144a472eb91b140dc47f659,ES,5,credit_card,Light-Small,39.0,303,1,54.1
85eb23c7cef0b97eda81a956c3f748c7,PE,5,credit_card,Light-Small,44.0,13,1,63.22
d480066851e79ce3e97c6a9e7e1473c3,SP,4,credit_card,Light-Small,78.0,14,1,85.81
0a788c899a1caa2d6a12019e8828fa88,SP,4,credit_card,Light-Small,29.0,439,1,40.85
a1b1a9ff13df8a206377a149ceb54924,PR,5,credit_card,Light-Small,29.0,38,1,47.3
8070cecab3f3dbd764a549623cfa6243,SP,4,boleto,Light-Small,49.0,58,1,56.6
956315c42ba4d48828bda0aa5234b6bb,MG,5,credit_card,Light-Small,149.0,218,1,163.79
70adc37c97e196449a2b5dd84465c4b3,CE,5,credit_card,Light-Small,29.0,262,2,186.52
70adc37c97e196449a2b5dd84465c4b3,CE,5,credit_card,Light-Small,29.0,262,2,186.52
7f9f7f001ca66df1f762a503a416cc61,SP,5,boleto,Light-Small,49.0,447,1,56.78
6a5c19d132ee5eddb9406fc88a0052c7,CE,5,credit_card,Light-Small,95.0,90,1,114.36
fe582816ac842403b06d7daff93c3997,RS,5,credit_card,Light-Small,49.0,219,1,64.1
edddd8420d4baec0251cfaed38b577a7,SP,4,credit_card,Light-Small,45.0,74,1,52.58
4236ba0e8837211a7c2d22719c96bf86,SP,1,credit_card,Light-Small,115.0,262,1,123.06
4baaaf6362f7e72690d2c85b4f6f9eff,DF,5,boleto,Light-Small,55.0,43,1,70.49
ec12b9273efd993bc45b74cf9765571c,MT,1,boleto,Light-Small,95.0,398,1,148.88
b53c5c797073ad259f5b41027d9ba925,SP,5,credit_card,Light-Small,29.0,175,1,37.4
19e604af45af1bc76759f2f41efd587d,SP,4,credit_card,Light-Small,49.0,286,1,56.78
c4621453a07fc947f6cbf6522aa7213f,SP,1,credit_card,Light-Small,49.0,458,1,56.78
f16d43d5d628050388352f38cfa97c4d,RJ,4,boleto,Light-Small,55.0,15,2,281.96
f16d43d5d628050388352f38cfa97c4d,RJ,4,boleto,Light-Small,55.0,15,2,281.96
44ecc84cbb68a3b1cd5015298222b71a,SP,5,voucher,Light-Small,59.0,154,4,132.78
44ecc84cbb68a3b1cd5015298222b71a,SP,5,voucher,Light-Small,59.0,154,4,132.78
44ecc84cbb68a3b1cd5015298222b71a,SP,5,credit_card,Light-Small,59.0,154,4,132.78
44ecc84cbb68a3b1cd5015298222b71a,SP,5,credit_card,Light-Small,59.0,154,4,132.78
b18a495aae75db67b4f99a58d5e2f272,MG,5,voucher,Light-Small,29.0,275,4,88.2
b18a495aae75db67b4f99a58d5e2f272,MG,5,voucher,Light-Small,29.0,275,4,88.2
b18a495aae75db67b4f99a58d5e2f272,MG,5,voucher,Light-Small,29.0,275,4,88.2
b18a495aae75db67b4f99a58d5e2f272,MG,5,voucher,Light-Small,29.0,275,4,88.2
2f7a8b448ada52d632c573deda7664fb,SP,5,credit_card,Light-Small,78.0,71,4,171.62
2f7a8b448ada52d632c573deda7664fb,SP,5,credit_card,Light-Small,78.0,71,4,171.62
2f7a8b448ada52d632c573deda7664fb,SP,5,voucher,Light-Small,78.0,71,4,171.62
2f7a8b448ada52d632c573deda7664fb,SP,5,voucher,Light-Small,78.0,71,4,171.62
82723e224e9ab5346fcbcb7ffa88c8f5,SP,2,boleto,Light-Small,44.0,56,1,51.57
b59be200e00aafa29fb69074ab23764a,PR,3,credit_card,Light-Small,49.0,217,1,64.1
ae534112af536deb8446fb273796316d,MG,5,voucher,Light-Small,21.0,524,4,71.03999999999999
ae534112af536deb8446fb273796316d,MG,5,voucher,Light-Small,21.0,524,4,71.03999999999999
ae534112af536deb8446fb273796316d,MG,5,voucher,Light-Small,21.0,524,4,71.03999999999999
ae534112af536deb8446fb273796316d,MG,5,voucher,Light-Small,21.0,524,4,71.03999999999999
71b53f38663e8be6c14b3fb0e498e4b8,SC,4,credit_card,Light-Small,78.0,37,1,96.65
f58323e013370cea83bbb78d629c2a3a,SP,4,credit_card,Light-Small,69.0,275,1,76.78
4b4d8cb0ca06c2795b7ff3e735a841e6,SP,3,credit_card,Light-Small,78.0,34,1,91.21
5a99722735c9376b779993651a14101b,RJ,3,credit_card,Light-Small,59.0,295,1,73.16
04e93f286b7920c82dc1a31240255ee6,SP,5,credit_card,Light-Small,39.0,100,1,46.39
6b01fa696d4bcceec2f58d90c840a0ef,SP,4,boleto,Light-Small,29.0,234,1,36.78
98a095e8ecf120c47aa699893c51eca3,RJ,5,boleto,Light-Small,44.0,412,1,58.1
20fed89d4e154ab11be0d7dc8550a980,SP,5,credit_card,Light-Small,45.0,76,1,52.58
972b42200bd45ae8e6ab6b2acd66d732,SP,5,boleto,Light-Small,49.0,112,1,56.39
98c06da4bc9caeddc4b8d92ab42b6bc7,SP,5,credit_card,Light-Small,55.0,352,1,62.78
08758f46a8ee56f3b1b4c5b73c90c6e3,PE,3,credit_card,Light-Small,29.0,411,1,46.63
08ab9916d3e6d664efe2862d1a764d88,SP,2,credit_card,Light-Small,49.0,479,1,60.85
4574518f4c6e0eef440e205139e125d6,SP,5,credit_card,Light-Small,55.0,351,1,62.78
c4149a9313bc56d51e34029d0a6b91e1,SP,5,boleto,Light-Small,78.0,40,1,85.81
1755f2846673a250cf4013174dfaad38,RJ,5,boleto,Light-Small,29.0,26,1,44.3
951034aede95c25c0108682c6253fdfa,PE,1,credit_card,Light-Small,85.0,466,1,110.87
22a8e041ede8a10e2606780b45b30ae3,RJ,2,credit_card,Light-Small,29.0,279,2,172.38
22a8e041ede8a10e2606780b45b30ae3,RJ,2,credit_card,Light-Small,29.0,279,2,172.38
31038e2eab5d5bf9c42e0f56d7251b81,RS,5,boleto,Light-Small,49.0,504,1,65.05
84b17b0dfec4e699ae79397b69a3aaac,SP,1,boleto,Light-Small,49.0,316,1,60.85
c044d877b734e1a9e6c0cdc585943d84,SC,5,boleto,Light-Small,55.0,37,1,73.49
451cb85396e597ae3bf87cfa3fd14f9d,RJ,1,boleto,Light-Small,69.0,198,1,84.23
aa606152f23a5fa9ba3d0b87f7a492e8,PA,4,credit_card,Light-Small,55.0,225,1,72.67
42496b94da7fdf733b980d552aeb17e9,SC,5,credit_card,Light-Small,55.0,422,1,70.14
60a55ff24010fe2ddf59b2389d868496,MG,5,credit_card,Light-Small,45.0,262,1,60.1
80946cbd8d20161272e3dcdcb1777517,GO,5,credit_card,Light-Small,79.0,476,1,94.3
1100b96416e41cccd197eff3adb4ffc4,SP,5,boleto,Light-Small,78.0,76,1,85.81
19a5ca80cf395c030351690c416e5a7e,MA,5,boleto,Light-Small,159.0,259,1,193.91
fe39086685f95933fda7f32f50a9abcc,SP,5,credit_card,Light-Small,69.0,58,1,76.74
c7ec40da7b433a48b43ed2c2db0101e8,PR,5,credit_card,Light-Small,89.0,229,2,413.48
c7ec40da7b433a48b43ed2c2db0101e8,PR,5,credit_card,Light-Small,89.0,229,2,413.48
2a7395da07867a067c01c65fce78f479,CE,5,boleto,Light-Small,169.0,287,1,195.46
803996d0e510a99f243e939b6c6f705f,SP,5,credit_card,Light-Small,129.0,126,1,136.77
a151d0a2241b8c783549d938fc850ad8,RN,4,credit_card,Light-Small,199.0,398,1,234.19
527b0b448bc0f85666e0704fe5021acb,RJ,2,credit_card,Light-Small,21.0,254,1,36.1
8fa05383791a1be46455976f3b50a1bb,RS,5,credit_card,Light-Small,55.0,281,1,70.14
6a330fc6550084bc7c035f4695121771,SP,3,credit_card,Light-Small,99.0,520,1,108.06
6c9787272e638f3b015c87576858e044,SP,5,credit_card,Light-Small,49.0,117,4,112.78
6c9787272e638f3b015c87576858e044,SP,5,credit_card,Light-Small,49.0,117,4,112.78
6c9787272e638f3b015c87576858e044,SP,5,voucher,Light-Small,49.0,117,4,112.78
6c9787272e638f3b015c87576858e044,SP,5,voucher,Light-Small,49.0,117,4,112.78
e2ff48f36d5fae7a4b203af47c9dd28c,MG,5,credit_card,Light-Small,149.0,407,1,163.79
bad71f25ef760fa92b33c67339f3df60,PR,5,credit_card,Light-Small,59.0,132,1,74.29
5960c2fa7ac05beabd503c2b556f4852,MA,4,credit_card,Light-Small,39.0,528,1,63.35
e36a3d4d67a762c1e7bee1bf939769e0,CE,5,credit_card,Light-Small,78.0,135,1,97.24
7b12b78707fde0cbf90aa13db59ebffe,RJ,3,credit_card,Light-Small,49.0,308,2,212.38
7b12b78707fde0cbf90aa13db59ebffe,RJ,3,credit_card,Light-Small,29.0,308,2,212.38
6a9aa977a36f5c46538472876e0b8d27,PR,5,credit_card,Light-Small,78.0,129,1,96.43
2bb3f48aadf30f93a0dd64c50048e789,SP,5,credit_card,Light-Small,56.0,191,1,67.89
d5b5f8b2c900c6a6eed9d277f88d7ac5,MT,4,credit_card,Light-Small,95.0,272,1,111.11
e8a9e053759d650b77440883c7b27235,SP,5,boleto,Light-Small,49.0,25,1,56.6
379b91a51576531cbf7bb8f7ffb5016e,MS,5,credit_card,Light-Small,49.0,35,1,67.44
26e51150dfad8e72cb6698c93cb3afb1,BA,5,credit_card,Light-Small,49.0,284,4,131.57999999999998
26e51150dfad8e72cb6698c93cb3afb1,BA,5,credit_card,Light-Small,49.0,284,4,131.57999999999998
26e51150dfad8e72cb6698c93cb3afb1,BA,5,voucher,Light-Small,49.0,284,4,131.57999999999998
26e51150dfad8e72cb6698c93cb3afb1,BA,5,voucher,Light-Small,49.0,284,4,131.57999999999998
20c0da17ef6a3f47bdd0fe12cca32300,MA,5,credit_card,Light-Small,45.0,510,2,139.68
20c0da17ef6a3f47bdd0fe12cca32300,MA,5,credit_card,Light-Small,45.0,510,2,139.68
f6ad977a249563a1b6f614caa83909dc,SP,5,credit_card,Light-Small,29.0,371,2,167.12
f6ad977a249563a1b6f614caa83909dc,SP,5,credit_card,Light-Small,39.0,371,2,167.12
a53f07618b7619490927f7619c0aeef3,PR,5,credit_card,Light-Small,49.0,31,1,67.44
6ec5cca8c66fddaa31e3c756753c3001,SP,5,credit_card,Light-Small,49.0,295,1,60.85
5d424383919a6c35ff701ae62d5c3516,CE,3,credit_card,Light-Small,55.0,109,1,92.08
16aba5570b45f6b4c9204407132e2cae,AC,5,boleto,Light-Small,29.0,139,1,56.41
5b7cbb84e59c351123b7d55e64260c61,SP,5,credit_card,Light-Small,58.0,25,1,71.07
c5ead19a68ca5b63321e83b4fc7493d1,SP,1,boleto,Light-Small,49.0,251,1,105.77
5c6008b96b0de7d864aeaeb2a2333a7b,ES,5,voucher,Light-Small,99.0,390,1,114.44
3459ca3b86c74e8c051a3ebef93443b8,SP,3,credit_card,Light-Small,55.0,29,1,68.05
417ba684f004a0a409878bbfe65cdf3b,MG,4,boleto,Light-Medium,145.0,46,1,164.12
bbab0e16e150f2c43a5250b0e586f839,BA,3,credit_card,Light-Small,29.0,357,1,45.79
cea725cb0864776ebbdb3bf427fa2001,MG,4,credit_card,Light-Small,49.0,44,1,67.44
aa1c88ef1c54651170df45bffe3c2a87,MT,4,credit_card,Light-Small,189.0,276,1,206.76
6d84c2a1d0700d51abff6b1aa6024a58,SP,5,credit_card,Light-Small,78.0,21,1,85.81
bd07a57a7c53edc164730535730d8082,SP,4,credit_card,Light-Small,49.0,21,1,56.6
501435a1d820f757937d48ab56c9d9e4,RJ,5,credit_card,Light-Small,149.0,430,1,163.79
c900f77722739bee8cb2ca5053cfb49f,PR,5,boleto,Light-Small,49.0,14,1,67.44
0ca135c2d4b81bb0234b5db12d9b7a8f,DF,4,credit_card,Light-Small,59.0,409,1,73.16
10c91c2f8ca8aa4c02286033c86da784,PA,1,credit_card,Light-Small,49.0,171,1,68.04
282c9df81d9e83eb605bc3804a262266,RJ,5,boleto,Light-Small,54.0,5,1,69.48
a147075ce27d034c5aafc6477a4ebb72,SP,5,credit_card,Light-Small,49.0,34,1,56.6
fc4ddaa89b9d278b397945a013b4781e,PR,5,boleto,Light-Small,49.0,53,1,64.44
45278fbc936e6358d4cb198cc3dcddb6,SP,5,credit_card,Light-Small,78.0,27,1,85.81
a5440d1ba68ac00e8bec4120bff7a801,ES,5,credit_card,Light-Small,49.0,13,1,67.44
2e8b2cd27d9c45276aaf3fa97a15edeb,PI,1,credit_card,Light-Small,55.0,102,2,339.72
2e8b2cd27d9c45276aaf3fa97a15edeb,PI,1,credit_card,Light-Small,69.0,102,2,339.72
96a150873b4c18818a6d9011c534abc9,TO,5,credit_card,Light-Small,59.0,105,1,96.1
3a5a9c83ac1027afafe0598a12c7d6d3,SP,5,credit_card,Light-Small,44.0,326,2,584.34
3a5a9c83ac1027afafe0598a12c7d6d3,SP,5,credit_card,Light-Small,44.0,326,2,584.34
7999253f86e8bc72609944e1559375e2,SP,5,boleto,Light-Small,29.0,408,1,40.85
b18b8574746de17277d25884c898ff55,SP,5,credit_card,Light-Small,49.0,229,1,60.85
425793dac84f3a20dede5cd61cb46d4f,SP,5,boleto,Light-Small,35.0,22,1,42.51
f3ef3f7ef66d0cf612f37a1bb71a635c,SP,5,credit_card,Light-Small,29.0,290,2,163.4
f3ef3f7ef66d0cf612f37a1bb71a635c,SP,5,credit_card,Light-Small,29.0,290,2,163.4
16fbdfa7654444436e8dcb3f77cc2519,SP,5,credit_card,Light-Small,49.0,393,1,56.78
5e4aafed1eb7b023330c6085ea689f04,SP,4,credit_card,Light-Small,49.0,23,4,966.04
5e4aafed1eb7b023330c6085ea689f04,SP,4,credit_card,Light-Small,58.0,23,4,966.04
5e4aafed1eb7b023330c6085ea689f04,SP,4,credit_card,Light-Small,55.0,23,4,966.04
5e4aafed1eb7b023330c6085ea689f04,SP,4,credit_card,Light-Small,49.0,23,4,966.04
bb3288e699de01779884fda1c43734d2,SP,5,credit_card,Light-Small,55.0,339,1,66.89
1d90534421125d032db6ec6697cf51b7,BA,5,boleto,Light-Small,45.0,35,1,62.25
ade3f0faef221a3b741b2e56face5c3c,MG,3,credit_card,Light-Small,38.0,177,1,53.23
a6e436c7275245cf3b66a9d59fb2bac5,SP,5,credit_card,Light-Small,69.0,244,1,76.78
ddf7eddfa863931d992313aa1b1ccf79,SP,1,credit_card,Light-Small,45.0,333,1,52.78
536128be97bc69f3c3a34a4aed46f864,RS,5,credit_card,Light-Small,29.0,400,1,44.1
39b59b462888c0b541d1550612718ea0,RS,3,credit_card,Light-Small,78.0,252,1,93.3
208abfb07a2f4c1de66445c9286f5c33,GO,3,credit_card,Light-Small,55.0,138,1,70.27
fa603f159ab9a96a4d9ce9f3e45762e3,SP,5,boleto,Light-Small,55.0,51,1,62.65
995a8d3ce0c9af3522916bd31f4305d7,MG,5,boleto,Light-Small,89.0,359,1,104.37
0e3ff8d8ba3af6a46fdcaf5d884fccb6,SP,5,credit_card,Light-Small,29.0,381,2,147.12
0e3ff8d8ba3af6a46fdcaf5d884fccb6,SP,5,credit_card,Light-Small,29.0,381,2,147.12
12c4d32011fcbdd2572be72eccaea17e,MG,5,credit_card,Light-Small,56.0,58,1,74.49
331252685d466953567f1972562ec167,RJ,5,credit_card,Light-Small,95.0,71,1,110.77
7f16d43cea70ede77ed426833543f3d6,RJ,2,credit_card,Light-Small,49.0,281,2,252.4
7f16d43cea70ede77ed426833543f3d6,RJ,2,credit_card,Light-Small,49.0,281,2,252.4
573e026da782d51277f320fc94a8d4e8,MG,4,voucher,Light-Small,209.0,199,4,450.42
573e026da782d51277f320fc94a8d4e8,MG,4,voucher,Light-Small,209.0,199,4,450.42
573e026da782d51277f320fc94a8d4e8,MG,4,credit_card,Light-Small,209.0,199,4,450.42
573e026da782d51277f320fc94a8d4e8,MG,4,credit_card,Light-Small,209.0,199,4,450.42
080d63b6675be4326b6dd60b6fc912dd,MA,3,credit_card,Light-Small,49.0,446,1,83.15
b6bbcc198167f265dd1c0381aea37cc1,SP,5,credit_card,Light-Small,49.0,401,1,60.85
851258217687b82b84189f26e747d2d9,DF,4,credit_card,Light-Small,78.0,69,1,93.65
911f537925bba457f30e1d49322c649b,SP,1,boleto,Light-Small,49.0,328,1,60.85
b436224260ee24be61a6183fba5886c9,SP,5,credit_card,Light-Small,69.0,271,1,76.78
9e0e1eb6448467c246211a9688efeb47,RO,1,credit_card,Light-Small,19.0,166,2,187.4
9e0e1eb6448467c246211a9688efeb47,RO,1,credit_card,Light-Small,29.0,166,2,187.4
03867c61ac5eae960b168b74ee252100,BA,1,credit_card,Light-Small,29.0,211,1,44.79
7cc50a971eca3b67109b6ea86cb8e015,SP,5,credit_card,Light-Small,49.0,455,1,56.78
828f99cdaca50196ee0a0b5f296017ab,MG,1,credit_card,Light-Small,55.0,40,1,108.71
bb159827aaf50cb73aaa1e61ea56b876,SP,4,boleto,Light-Small,78.0,40,1,85.81
f96380e72a790bed9e678f38580d7864,SP,5,credit_card,Light-Small,55.0,358,1,66.89
94585f4d164dd1117626d9db77c597fc,GO,4,credit_card,Light-Small,149.0,418,1,164.79
6498585d215691d85122192071230014,RJ,4,boleto,Light-Small,95.0,251,1,109.42
e3d1323beac42a0618db14537566ade0,PR,4,credit_card,Light-Small,78.0,95,1,87.77
697f5da4a12635cc0709677e6481514a,ES,1,credit_card,Light-Small,75.0,427,1,89.28
c63812833200850d116bb2ba25ad634d,SP,5,credit_card,Light-Small,49.0,38,1,56.6
1ba79057e794cf0cc51d4da3cd651c2b,DF,4,credit_card,Light-Small,49.0,203,1,63.1
70a41f17bb11f0489b47681e7df35d77,BA,5,credit_card,Light-Small,69.0,83,1,86.19
3926f22b694788137fdaa35bee5992d8,SP,5,credit_card,Light-Small,39.0,384,1,46.78
f01d004f168186b4d834b318d9309d5d,SP,5,voucher,Light-Small,55.0,253,1,62.78
344423c2e26d47d2b6d3dd363a89e812,SP,5,credit_card,Light-Small,129.0,471,1,137.16
81a478af8cea558a5a07090725be2acd,PE,3,credit_card,Light-Small,55.0,289,3,909.06
81a478af8cea558a5a07090725be2acd,PE,3,credit_card,Light-Small,55.0,289,3,909.06
81a478af8cea558a5a07090725be2acd,PE,3,credit_card,Light-Small,55.0,289,3,909.06
52f53291ff1011cdb7d19e97f2648974,SP,5,credit_card,Light-Small,49.0,397,1,56.78
6369ec1eedbd7401fcababd597382d90,SP,5,credit_card,Light-Small,16.0,90,3,210.51
6369ec1eedbd7401fcababd597382d90,SP,5,credit_card,Light-Small,16.0,90,3,210.51
6369ec1eedbd7401fcababd597382d90,SP,5,credit_card,Light-Small,16.0,90,3,210.51
2502b84eb2384df98b67766e7ec0f81f,MA,2,credit_card,Light-Small,59.0,26,1,82.13
578d5098cbbe40771e1229fea98ccafd,MG,5,credit_card,Light-Small,95.0,132,1,110.55
9597de20c8b55d0f22dcc26fdaa6b2f1,SP,2,credit_card,Light-Small,75.0,11,1,82.79
b3c2c42fe40ca63323ee2b44f207a66c,SP,5,credit_card,Light-Small,55.0,85,1,62.39
1ad694b547c3ea9f07c1257306fc67ff,SP,4,credit_card,Light-Small,95.0,123,1,102.53
d9b8cffd550e76d276ae03bdab2f5a66,SC,3,credit_card,Light-Small,35.0,303,2,204.4
d9b8cffd550e76d276ae03bdab2f5a66,SC,3,credit_card,Light-Small,39.0,303,2,204.4
26f8f6faa46f8902102b41b5afd0cfb0,BA,5,boleto,Light-Small,49.0,117,1,71.06
1bdfe41bb922828fb6d4eb176ac20071,SP,1,credit_card,Light-Small,77.0,7,1,90.2
f3e2d62c0fa412bfb895c3ce908a13c0,RS,1,boleto,Light-Small,59.0,358,1,74.16
350010e736cdc59d9b04c4835b38ee79,SP,4,credit_card,Light-Small,35.0,461,1,42.78
a34bf8703dc5d1a32b39fd86eb3b3319,MG,3,credit_card,Light-Small,78.0,132,1,97.95
74e3e0cdfd168eacecf2e86a6b2b5723,MG,5,boleto,Light-Small,35.0,283,2,228.4
74e3e0cdfd168eacecf2e86a6b2b5723,MG,5,boleto,Light-Small,49.0,283,2,228.4
54455e3cc22a40be4253b6f3619927cb,PA,5,credit_card,Light-Small,29.0,79,1,66.11
e8aad07575654e0595acf49b64b9b46b,MG,5,credit_card,Light-Small,49.0,229,1,64.1
4e14b1a6a95b6aedafc0905c5e914dbd,MA,5,credit_card,Medium-Small,175.0,234,1,210.03
250dbd896bca419115897d25600ef772,PA,5,boleto,Light-Small,129.0,174,1,167.95
afd985a81dce5f03f9c6b167a033c7a6,RJ,3,credit_card,Light-Small,95.0,450,1,110.42
54bede416120c5f9378ae0cd22b58598,BA,5,boleto,Light-Small,44.0,134,1,66.06
7d2cbb8bc15c08b4cfd6099706d53b89,SP,2,boleto,Light-Small,49.0,56,1,56.6
0ef5347dd91b15252c28720c16b0438c,GO,4,credit_card,Light-Small,78.0,12,1,96.65
db7eab0502aac2e46ff476079a1ea3d0,SP,5,boleto,Light-Small,69.0,467,1,80.98
8c2dba1581356178de57718a19cd1d61,MG,5,boleto,Light-Small,39.0,386,1,53.1
ac4235b361fa3cba41eec937e58cdcee,MA,2,boleto,Light-Small,39.0,161,1,138.12
e5d1ab1c3818782836ea04640e49ce0d,BA,5,boleto,Light-Small,38.0,454,1,54.79
ada4367956f1fd1d19dd40ec4ecdab17,PR,5,credit_card,Light-Small,78.0,73,1,96.65
e3223af2aa6a77a76b3b690407384686,RJ,5,credit_card,Light-Small,69.0,278,1,84.23
551910403e480512a070343d37dd598b,CE,5,credit_card,Light-Small,49.0,105,1,68.04
780f26029159cde86df8874981417738,SP,5,credit_card,Light-Small,29.0,543,1,39.96
2ebff6706876c13d515f6efb2c687db6,DF,4,credit_card,Light-Small,78.0,14,1,93.65
6638fe29a1ceb0cad30aa332ee0d59a0,SP,5,credit_card,Light-Small,49.0,134,1,56.39
ce97fa320a9043140d221b5ade94c617,SP,5,boleto,Light-Small,38.0,26,1,45.53
6b00fd163c9fdafc7b423a98d9b2f690,RJ,1,boleto,Light-Small,65.0,541,2,278.28
6b00fd163c9fdafc7b423a98d9b2f690,RJ,1,boleto,Light-Small,45.0,541,2,278.28
9953831663e9cea0823e292888b62b4e,BA,4,credit_card,Light-Small,49.0,154,1,71.06
1b663bed8f7682bb0d25c06d56f67e6b,MS,4,credit_card,Light-Small,78.0,14,1,93.65
e13a5ed086aacc9b2b7466c78645b468,SP,1,credit_card,Light-Small,49.0,5,1,51.7
2f4f35d3e9256161a7ccd6f561707b69,SP,5,credit_card,Light-Small,49.0,266,1,56.78
d2bec02f98c0a59bdec9baaf22cf91b7,CE,5,credit_card,Light-Small,54.0,8,1,73.29
c12fcf45432897dd8cb4c7f5455ef05a,SP,5,boleto,Light-Small,75.0,22,1,82.79
08551822a68f0b824cd0d92fe4a3264e,SP,4,credit_card,Light-Small,55.0,40,1,62.65
55c78bc29570e04ee3d2022cab98231b,SP,4,boleto,Light-Small,49.0,374,1,56.78
eec74815d488bfc5f2c9b9a2d919ea4a,SP,2,credit_card,Light-Small,44.0,410,1,55.85
677dbf5ff3bed8560f9156c76f8d0a88,GO,4,boleto,Light-Small,35.0,65,1,53.35
ccce3ac024e004b2607899abecc0d9fd,SP,1,credit_card,Light-Small,55.0,268,1,62.78
4f00f0cf58715dc27cde8e9222e1e97c,MG,5,credit_card,Light-Small,49.0,296,1,64.1
ca81c8ce6583b695cfd76066214856c8,MG,5,credit_card,Light-Small,49.99,204,1,65.09
8b539d8bfc7202d27eaaf24635178238,SP,5,credit_card,Light-Small,49.0,487,1,59.96
d9d0060f76a6e87bf45958860a1a4d4e,PE,5,boleto,Light-Small,49.0,14,1,68.25
22569cf3f36b02da715a15f53101ed52,RJ,5,credit_card,Light-Small,69.0,13,1,84.58
56c14b45de87e6d3841eff95c7377526,CE,5,credit_card,Light-Small,49.0,144,1,66.71
b1cf15b2a25c647c2de2ff757c033b94,RJ,5,credit_card,Light-Small,78.0,64,1,93.65
2b58e015093f2ab36341fb456df8ca19,SP,5,voucher,Light-Small,29.0,195,4,73.56
2b58e015093f2ab36341fb456df8ca19,SP,5,voucher,Light-Small,29.0,195,4,73.56
2b58e015093f2ab36341fb456df8ca19,SP,5,credit_card,Light-Small,29.0,195,4,73.56
2b58e015093f2ab36341fb456df8ca19,SP,5,credit_card,Light-Small,29.0,195,4,73.56
f5b43fb071bf02064396958f57e6fd87,GO,4,credit_card,Light-Small,58.0,8,1,76.51
